left,front,right,food_angle,sug_direction,move_rating
0.0,0.0,0.0,-0.500363013907894,1.0,0.0
0.0,0.0,0.0,-0.499489292553931,0.0,0.0
0.0,0.0,0.0,-0.4994827269471218,1.0,0.0
0.0,0.0,0.0,-0.4995944653090314,-1.0,0.0
0.0,0.0,0.0,-0.4994475939066657,-1.0,1.0
0.0,0.0,0.0,-0.5004405959155295,1.0,0.0
0.0,0.0,0.0,-0.4994728719607969,-1.0,1.0
0.0,0.0,0.0,-0.50047311237126,-1.0,1.0
0.0,0.0,0.0,-0.5004945463177795,0.0,1.0
0.0,0.0,0.0,-0.5004909612294073,-1.0,0.0
0.0,0.0,0.0,-0.4995872822046735,0.0,0.0
0.0,0.0,0.0,-0.4995944653090314,-1.0,0.0
0.0,0.0,0.0,-0.4994475939066657,1.0,0.0
0.0,0.0,0.0,-0.4995741365722393,1.0,1.0
0.0,0.0,0.0,-0.5005727192681503,-1.0,0.0
0.0,0.0,0.0,-0.4996160622828483,-1.0,0.0
0.0,0.0,0.0,-0.4993852617506997,-1.0,1.0
0.0,0.0,0.0,-0.5004258634277607,1.0,0.0
0.0,0.0,0.0,-0.4994074539960531,-1.0,1.0
0.0,0.0,0.0,-0.5004659104213155,0.0,1.0
0.0,0.0,0.0,-0.5004706499913752,0.0,1.0
0.0,0.0,0.0,-0.50047311237126,0.0,1.0
0.0,0.0,0.0,-0.5004736424324269,1.0,0.0
0.0,0.0,0.0,-0.4995331484846301,-1.0,1.0
0.0,0.0,0.0,-0.5004994055768344,1.0,0.0
0.0,0.0,0.0,-0.4995662393402392,0.0,0.0
0.0,0.0,0.0,-0.4995730621893321,0.0,0.0
